Object_Name,first_score,last_score,iterations,result
011_banana.obj,301.5854214,314.8112202,3,FAILURE
011_banana.obj,312.0146216,314.6824325,2,FAILURE
011_banana.obj,312.4398577,314.6700189,2,FAILURE
011_banana.obj,310.7928922,314.4548761,2,FAILURE
011_banana.obj,311.4144275,314.306233,3,FAILURE
011_banana.obj,313.1015163,314.2332265,2,FAILURE
011_banana.obj,311.5849596,313.9372954,2,FAILURE
011_banana.obj,302.9190016,313.8625848,2,FAILURE
011_banana.obj,312.4971709,313.8058282,2,FAILURE
011_banana.obj,313.781446,313.781446,1,FAILURE
011_banana.obj,304.8188695,313.7033973,2,FAILURE
011_banana.obj,311.8220731,313.688056,2,FAILURE
011_banana.obj,313.6189341,313.6189341,1,FAILURE
011_banana.obj,313.4288388,313.4288388,1,FAILURE
011_banana.obj,310.4114493,313.2744019,2,FAILURE
011_banana.obj,313.040171,313.040171,1,FAILURE
011_banana.obj,308.1962133,312.7924054,2,FAILURE
011_banana.obj,299.744782,312.7662237,2,FAILURE
011_banana.obj,312.6932151,312.6932151,1,FAILURE
011_banana.obj,312.6345685,312.6706065,2,FAILURE
011_banana.obj,312.6542768,312.6542768,1,FAILURE
011_banana.obj,310.5366034,312.6489832,2,FAILURE
011_banana.obj,304.8545636,312.6082826,2,FAILURE
011_banana.obj,295.836387,312.6024873,3,FAILURE
011_banana.obj,312.5078895,312.5078895,2,FAILURE
011_banana.obj,312.4944853,312.4944853,1,FAILURE
011_banana.obj,303.745639,312.4364541,2,FAILURE
011_banana.obj,311.1172793,312.3672955,2,FAILURE
011_banana.obj,311.6429961,312.2268043,2,FAILURE
011_banana.obj,305.5538504,312.2035164,2,FAILURE
011_banana.obj,312.1813335,312.1813335,1,FAILURE
011_banana.obj,308.9171119,312.1563501,2,FAILURE
011_banana.obj,308.1033246,312.0563934,2,FAILURE
011_banana.obj,311.9446849,311.9446849,1,FAILURE
011_banana.obj,310.9895819,311.9045254,2,FAILURE
011_banana.obj,305.69842,311.8701899,2,FAILURE
011_banana.obj,281.3609284,311.8513712,3,FAILURE
011_banana.obj,309.1433832,311.832943,2,FAILURE
011_banana.obj,310.8938976,311.7065653,2,FAILURE
011_banana.obj,309.7208844,311.6954826,2,FAILURE
011_banana.obj,311.5920195,311.5920195,2,FAILURE
011_banana.obj,307.1322241,311.5521788,2,FAILURE
011_banana.obj,308.3299777,311.4440864,2,FAILURE
011_banana.obj,310.3472763,311.4050268,2,FAILURE
011_banana.obj,311.3265055,311.3265055,1,FAILURE
011_banana.obj,296.8932847,311.3054039,2,FAILURE
011_banana.obj,310.9348022,310.9348022,1,FAILURE
011_banana.obj,310.4474025,310.8867223,2,FAILURE
011_banana.obj,310.8747946,310.8747946,1,FAILURE
011_banana.obj,310.848388,310.848388,1,FAILURE
011_banana.obj,310.8418352,310.8418352,1,FAILURE
011_banana.obj,308.3897658,310.8024755,2,FAILURE
011_banana.obj,308.2477649,310.7497134,2,FAILURE
011_banana.obj,308.6070503,310.7337065,2,FAILURE
011_banana.obj,310.7296882,310.7296882,1,FAILURE
011_banana.obj,310.7069219,310.7069219,1,FAILURE
011_banana.obj,308.9698524,310.6535318,2,FAILURE
011_banana.obj,308.7001102,310.624574,2,FAILURE
011_banana.obj,309.3315703,310.5189084,2,FAILURE
011_banana.obj,299.610032,310.4612746,2,FAILURE
011_banana.obj,306.0806168,310.4434601,2,FAILURE
011_banana.obj,310.3161936,310.3161936,1,FAILURE
011_banana.obj,305.4920613,310.2669832,2,FAILURE
011_banana.obj,309.5100867,310.1961818,2,FAILURE
011_banana.obj,310.1545878,310.1545878,1,FAILURE
011_banana.obj,309.6950615,310.1076646,2,FAILURE
011_banana.obj,297.8901413,310.0767183,2,FAILURE
011_banana.obj,309.9786414,309.9786414,1,FAILURE
011_banana.obj,307.9166996,309.9667037,2,FAILURE
011_banana.obj,309.8720549,309.8720549,1,FAILURE
011_banana.obj,309.7890349,309.7890349,1,FAILURE
011_banana.obj,285.8788521,309.6840168,3,FAILURE
011_banana.obj,307.836199,309.6119574,2,FAILURE
011_banana.obj,309.4996636,309.4996636,1,FAILURE
011_banana.obj,280.8210408,309.4708977,4,FAILURE
011_banana.obj,309.4590082,309.4590082,1,FAILURE
011_banana.obj,309.3025106,309.3025106,1,FAILURE
011_banana.obj,302.6892743,309.2405716,3,FAILURE
011_banana.obj,284.0456195,309.2074531,3,FAILURE
011_banana.obj,309.1454052,309.1454052,1,FAILURE
011_banana.obj,304.4733663,309.1402338,2,FAILURE
011_banana.obj,294.6970653,309.1103724,2,FAILURE
011_banana.obj,308.718111,308.930913,2,FAILURE
011_banana.obj,308.8219435,308.8219435,1,FAILURE
011_banana.obj,308.5204106,308.8025813,2,FAILURE
011_banana.obj,308.3831555,308.8003475,2,FAILURE
011_banana.obj,294.2358572,308.7786395,2,FAILURE
011_banana.obj,308.6762334,308.6762334,1,FAILURE
011_banana.obj,308.578065,308.578065,1,FAILURE
011_banana.obj,304.6375873,308.570042,2,FAILURE
011_banana.obj,303.2312576,308.4684055,2,FAILURE
011_banana.obj,308.4356445,308.4356445,1,FAILURE
011_banana.obj,306.3145394,308.4135661,2,FAILURE
011_banana.obj,294.8725811,308.305676,2,FAILURE
011_banana.obj,308.2451398,308.2451398,1,FAILURE
011_banana.obj,288.6037753,308.228743,2,FAILURE
011_banana.obj,308.2124666,308.2124666,1,FAILURE
011_banana.obj,304.9823168,308.1833765,2,FAILURE
011_banana.obj,303.9779998,308.1027487,2,FAILURE
011_banana.obj,306.3923403,308.0558741,2,FAILURE
011_banana.obj,291.1949787,308.0026835,2,FAILURE
011_banana.obj,305.7231799,307.9043369,2,FAILURE
011_banana.obj,286.4385668,307.8888395,3,FAILURE
011_banana.obj,294.9318652,307.852562,2,FAILURE
011_banana.obj,306.5617024,307.838474,2,FAILURE
011_banana.obj,306.6194008,307.7348803,2,FAILURE
011_banana.obj,307.7024782,307.7024782,1,FAILURE
011_banana.obj,305.43988,307.5995362,2,FAILURE
011_banana.obj,306.5343177,307.5624999,2,FAILURE
011_banana.obj,307.4724665,307.4724665,1,FAILURE
011_banana.obj,304.3872354,307.4371942,2,FAILURE
011_banana.obj,303.6872622,307.2881899,2,FAILURE
011_banana.obj,292.1151334,307.2521156,2,FAILURE
011_banana.obj,307.0193845,307.1565796,2,FAILURE
011_banana.obj,306.7044266,307.1141727,2,FAILURE
011_banana.obj,303.6219422,307.0550602,2,FAILURE
011_banana.obj,303.4565709,306.969096,2,FAILURE
011_banana.obj,288.5506221,306.9592704,2,FAILURE
011_banana.obj,302.392778,306.8754137,2,FAILURE
011_banana.obj,303.4408429,306.7780428,2,FAILURE
011_banana.obj,292.7723741,306.7203383,2,FAILURE
011_banana.obj,306.7156912,306.7156912,1,FAILURE
011_banana.obj,287.6346288,306.6536421,3,FAILURE
011_banana.obj,297.4517856,306.473731,2,FAILURE
011_banana.obj,305.3923316,306.4162044,2,FAILURE
011_banana.obj,281.0039802,306.3921934,2,FAILURE
011_banana.obj,306.2046821,306.3125496,2,FAILURE
011_banana.obj,306.1200718,306.1200718,1,FAILURE
011_banana.obj,296.0166402,306.1097919,2,FAILURE
011_banana.obj,304.5309759,306.0418169,2,FAILURE
011_banana.obj,303.7937658,306.004579,2,FAILURE
011_banana.obj,304.9245034,305.9216994,2,FAILURE
011_banana.obj,303.7945228,305.8931152,2,FAILURE
011_banana.obj,293.7784701,305.7628786,2,FAILURE
011_banana.obj,282.4240933,305.7540525,3,FAILURE
011_banana.obj,305.7186215,305.7186215,1,FAILURE
011_banana.obj,293.9863393,305.6412213,2,FAILURE
011_banana.obj,299.2702252,305.5411685,2,FAILURE
011_banana.obj,303.1370294,305.5287527,2,FAILURE
011_banana.obj,305.4847444,305.4847444,1,FAILURE
011_banana.obj,300.0626284,305.4578197,2,FAILURE
011_banana.obj,296.2097872,305.4399449,3,FAILURE
011_banana.obj,303.6328315,305.3546824,3,FAILURE
011_banana.obj,299.5942572,305.3325725,2,FAILURE
011_banana.obj,301.3661626,305.1234311,2,FAILURE
011_banana.obj,304.7805725,305.0462684,2,FAILURE
011_banana.obj,300.2243899,304.9996243,2,FAILURE
011_banana.obj,304.9436274,304.9436274,1,FAILURE
011_banana.obj,304.0128858,304.8982968,2,FAILURE
011_banana.obj,302.532919,304.8725453,2,FAILURE
011_banana.obj,302.6706196,304.857547,2,FAILURE
011_banana.obj,299.7055758,304.787756,2,FAILURE
011_banana.obj,304.5577031,304.6962798,2,FAILURE
011_banana.obj,293.4802671,304.6777906,3,FAILURE
011_banana.obj,302.7022173,304.6522795,2,FAILURE
011_banana.obj,293.8833487,304.6217008,2,FAILURE
011_banana.obj,300.6613639,304.5850723,2,FAILURE
011_banana.obj,304.5249737,304.5249737,1,FAILURE
011_banana.obj,304.4725515,304.4725515,1,FAILURE
011_banana.obj,300.0333725,304.3647186,2,FAILURE
011_banana.obj,302.6675199,304.3559953,2,FAILURE
011_banana.obj,293.0044623,304.2931339,2,FAILURE
011_banana.obj,304.2822493,304.2822493,1,FAILURE
011_banana.obj,300.1140816,304.258587,2,FAILURE
011_banana.obj,304.2564152,304.2564152,1,FAILURE
011_banana.obj,300.1285363,304.1336225,2,FAILURE
011_banana.obj,294.7505601,304.0562381,2,FAILURE
011_banana.obj,300.5462592,303.8141413,3,FAILURE
011_banana.obj,303.6327082,303.6327082,1,FAILURE
011_banana.obj,303.6243408,303.6243408,1,FAILURE
011_banana.obj,302.6233421,303.5123973,2,FAILURE
011_banana.obj,302.9919698,303.4701193,2,FAILURE
011_banana.obj,300.6325462,303.3994472,2,FAILURE
011_banana.obj,303.3333966,303.3333966,1,FAILURE
011_banana.obj,293.6394231,303.3115874,2,FAILURE
011_banana.obj,303.2341752,303.2877331,2,FAILURE
011_banana.obj,303.2368046,303.2368046,1,FAILURE
011_banana.obj,301.1749704,303.1767872,2,FAILURE
011_banana.obj,303.1731319,303.1731319,1,FAILURE
011_banana.obj,303.0917948,303.0917948,1,FAILURE
011_banana.obj,300.224696,303.0155544,2,FAILURE
011_banana.obj,292.1439261,303.0063588,2,FAILURE
011_banana.obj,302.540553,302.9188696,2,FAILURE
011_banana.obj,302.7122908,302.8410986,2,FAILURE
011_banana.obj,302.74963,302.8066515,2,FAILURE
011_banana.obj,297.8790185,302.798114,2,FAILURE
011_banana.obj,300.4473213,302.7900445,2,FAILURE
011_banana.obj,302.774482,302.774482,1,FAILURE
011_banana.obj,301.0764309,302.739853,2,FAILURE
