Object_Name,first_score,last_score,iterations,result
057_racquetball.obj,[229.12348559],[229.15313388],2,FAILURE
057_racquetball.obj,[229.71611333],[229.75644995],2,FAILURE
057_racquetball.obj,[245.28397488],[245.28397488],1,FAILURE
057_racquetball.obj,[316.66417717],[316.66417717],2,FAILURE
057_racquetball.obj,[212.04495912],[212.04495912],1,FAILURE
057_racquetball.obj,[292.19370751],[292.19370751],1,FAILURE
057_racquetball.obj,[237.71757192],[237.71757192],1,FAILURE
057_racquetball.obj,[320.40761995],[320.77371441],2,FAILURE
057_racquetball.obj,[320.87381925],[320.90149989],2,FAILURE
057_racquetball.obj,[198.50895001],[198.56641519],2,FAILURE
057_racquetball.obj,[271.25896216],[271.25896216],1,FAILURE
057_racquetball.obj,[243.14355815],[243.16242098],2,FAILURE
057_racquetball.obj,[230.13958418],[230.1433813],2,FAILURE
057_racquetball.obj,[207.33050992],[207.33050992],1,FAILURE
057_racquetball.obj,[314.5024114],[314.55231662],2,FAILURE
057_racquetball.obj,[236.79584521],[236.79584521],1,FAILURE
057_racquetball.obj,[238.14057894],[238.75644207],2,FAILURE
057_racquetball.obj,[307.26614552],[307.26614552],1,FAILURE
057_racquetball.obj,[289.6395571],[289.63977616],2,FAILURE
057_racquetball.obj,[203.04505876],[203.07513816],2,FAILURE
057_racquetball.obj,[212.50226992],[212.50399663],2,FAILURE
057_racquetball.obj,[218.51156906],[218.98325669],2,FAILURE
057_racquetball.obj,[225.98979544],[226.01076674],2,FAILURE
057_racquetball.obj,[278.45186455],[278.45186455],1,FAILURE
057_racquetball.obj,[274.98057619],[275.26203428],2,FAILURE
057_racquetball.obj,[275.32481609],[275.72056187],2,FAILURE
057_racquetball.obj,[210.63079646],[210.70981439],2,FAILURE
057_racquetball.obj,[242.10204538],[242.10204538],1,FAILURE
057_racquetball.obj,[247.58851901],[247.58851901],1,FAILURE
057_racquetball.obj,[272.27088311],[272.27088311],1,FAILURE
057_racquetball.obj,[304.56172586],[304.56172586],1,FAILURE
057_racquetball.obj,[272.27728926],[272.28227004],2,FAILURE
057_racquetball.obj,[284.95864232],[285.25358215],2,FAILURE
057_racquetball.obj,[252.3180535],[252.33210303],2,FAILURE
057_racquetball.obj,[330.53150943],[330.53150943],1,SUCCESS
057_racquetball.obj,[329.41085013],[329.41717386],2,FAILURE
057_racquetball.obj,[216.20498223],[216.57586975],2,FAILURE
